block_group_id,census_value,state_county_tract_id,total_tract_population,population_ratio
361031588023,556.0,36-103-158802,4827.0,11.52
361031588024,1467.0,36-103-158802,4827.0,30.39
361031588031,1612.0,36-103-158803,6255.0,25.77
361031588032,1435.0,36-103-158803,6255.0,22.94
361031588033,648.0,36-103-158803,6255.0,10.36
361031588034,2560.0,36-103-158803,6255.0,40.93
361031588051,1532.0,36-103-158805,3830.0,40.0
361031588052,1057.0,36-103-158805,3830.0,27.6
361031588053,1241.0,36-103-158805,3830.0,32.4
361031588061,1334.0,36-103-158806,4308.0,30.97
361031588062,1449.0,36-103-158806,4308.0,33.64
361031588063,1525.0,36-103-158806,4308.0,35.4
361031589011,979.0,36-103-158901,3243.0,30.19
361031589012,989.0,36-103-158901,3243.0,30.5
361031589013,1275.0,36-103-158901,3243.0,39.32
361031589021,2181.0,36-103-158902,4578.0,47.64
361031589022,2184.0,36-103-158902,4578.0,47.71
361031589023,213.0,36-103-158902,4578.0,4.65
361031590001,1940.0,36-103-159000,4520.0,42.92
361031590002,1494.0,36-103-159000,4520.0,33.05
361031590003,1086.0,36-103-159000,4520.0,24.03
361031591031,1295.0,36-103-159103,5129.0,25.25
361031591032,2091.0,36-103-159103,5129.0,40.77
361031591033,1196.0,36-103-159103,5129.0,23.32
361031591034,547.0,36-103-159103,5129.0,10.66
361031591061,1832.0,36-103-159106,5869.0,31.21
361031591062,1006.0,36-103-159106,5869.0,17.14
361031591063,1457.0,36-103-159106,5869.0,24.83
361031591064,1574.0,36-103-159106,5869.0,26.82
361031591071,1626.0,36-103-159107,4935.0,32.95
361031591072,3309.0,36-103-159107,4935.0,67.05
361031591081,2745.0,36-103-159108,7322.0,37.49
361031591082,1116.0,36-103-159108,7322.0,15.24
361031591083,1415.0,36-103-159108,7322.0,19.33
361031591084,2046.0,36-103-159108,7322.0,27.94
361031591091,1802.0,36-103-159109,2893.0,62.29
361031591092,1091.0,36-103-159109,2893.0,37.71
361031591101,1532.0,36-103-159110,3602.0,42.53
361031591102,1393.0,36-103-159110,3602.0,38.67
361031591103,677.0,36-103-159110,3602.0,18.8
361031591111,2083.0,36-103-159111,3545.0,58.76
361031591112,1462.0,36-103-159111,3545.0,41.24
361031591121,1958.0,36-103-159112,3283.0,59.64
361031591122,1325.0,36-103-159112,3283.0,40.36
361031592011,1311.0,36-103-159201,3110.0,42.15
361031592012,1799.0,36-103-159201,3110.0,57.85
361031592031,1446.0,36-103-159203,5397.0,26.79
361031592032,1413.0,36-103-159203,5397.0,26.18
361031592033,1070.0,36-103-159203,5397.0,19.83
361031592034,1090.0,36-103-159203,5397.0,20.2
361031592035,378.0,36-103-159203,5397.0,7.0
361031592041,598.0,36-103-159204,3889.0,15.38
361031592042,898.0,36-103-159204,3889.0,23.09
361031592043,938.0,36-103-159204,3889.0,24.12
361031592044,1455.0,36-103-159204,3889.0,37.41
361031593001,501.0,36-103-159300,1957.0,25.6
361031593002,1456.0,36-103-159300,1957.0,74.4
361031594061,1685.0,36-103-159406,4652.0,36.22
361031594062,801.0,36-103-159406,4652.0,17.22
361031594063,868.0,36-103-159406,4652.0,18.66
361031594064,1298.0,36-103-159406,4652.0,27.9
361031594071,3208.0,36-103-159407,8249.0,38.89
361031594072,2538.0,36-103-159407,8249.0,30.77
361031594073,2503.0,36-103-159407,8249.0,30.34
361031594081,1497.0,36-103-159408,3502.0,42.75
361031594082,2005.0,36-103-159408,3502.0,57.25
361031594101,1419.0,36-103-159410,6762.0,20.98
361031594102,2724.0,36-103-159410,6762.0,40.28
361031594103,933.0,36-103-159410,6762.0,13.8
361031594104,1450.0,36-103-159410,6762.0,21.44
361031594105,236.0,36-103-159410,6762.0,3.49
361031594111,1708.0,36-103-159411,3485.0,49.01
361031594112,1777.0,36-103-159411,3485.0,50.99
361031594131,1282.0,36-103-159413,4667.0,27.47
361031594132,2151.0,36-103-159413,4667.0,46.09
361031594133,1234.0,36-103-159413,4667.0,26.44
361031594141,782.0,36-103-159414,2363.0,33.09
361031594142,1581.0,36-103-159414,2363.0,66.91
361031594151,1431.0,36-103-159415,1431.0,100.0
361031594161,1585.0,36-103-159416,5687.0,27.87
361031594162,766.0,36-103-159416,5687.0,13.47
361031594163,1590.0,36-103-159416,5687.0,27.96
361031594164,1746.0,36-103-159416,5687.0,30.7
361031595091,1631.0,36-103-159509,3810.0,42.81
361031595092,1486.0,36-103-159509,3810.0,39.0
361031595093,693.0,36-103-159509,3810.0,18.19
361031595101,247.0,36-103-159510,274.0,90.15
361031595102,27.0,36-103-159510,274.0,9.85
361031595111,1929.0,36-103-159511,7088.0,27.22
361031595112,3179.0,36-103-159511,7088.0,44.85
361031595113,824.0,36-103-159511,7088.0,11.63
361031595114,1156.0,36-103-159511,7088.0,16.31
361031595121,2459.0,36-103-159512,2459.0,100.0
361031595131,2738.0,36-103-159513,5109.0,53.59
361031595132,2371.0,36-103-159513,5109.0,46.41
361031595141,2573.0,36-103-159514,3339.0,77.06
361031595142,766.0,36-103-159514,3339.0,22.94
361031595151,1257.0,36-103-159515,2113.0,59.49
361031595152,856.0,36-103-159515,2113.0,40.51
361031595161,1917.0,36-103-159516,6086.0,31.5
361031595162,1805.0,36-103-159516,6086.0,29.66
361031595163,2364.0,36-103-159516,6086.0,38.84
361031595171,2482.0,36-103-159517,3715.0,66.81
361031595172,1233.0,36-103-159517,3715.0,33.19
361031595181,1310.0,36-103-159518,5010.0,26.15
361031595182,3700.0,36-103-159518,5010.0,73.85
361031596021,1276.0,36-103-159602,3826.0,33.35
361031596022,2550.0,36-103-159602,3826.0,66.65
361031596031,612.0,36-103-159603,1254.0,48.8
361031596032,642.0,36-103-159603,1254.0,51.2
361031596041,1299.0,36-103-159604,5462.0,23.78
361031596042,1150.0,36-103-159604,5462.0,21.05
361031596043,1472.0,36-103-159604,5462.0,26.95
361031596044,1541.0,36-103-159604,5462.0,28.21
361031597001,1539.0,36-103-159700,2217.0,69.42
361031597002,678.0,36-103-159700,2217.0,30.58
361031697011,2420.0,36-103-169701,8304.0,29.14
361031697012,1111.0,36-103-169701,8304.0,13.38
361031697013,1834.0,36-103-169701,8304.0,22.09
361031697014,2939.0,36-103-169701,8304.0,35.39
361031697031,805.0,36-103-169703,1814.0,44.38
361031697032,1009.0,36-103-169703,1814.0,55.62
361031697051,1276.0,36-103-169705,2225.0,57.35
361031697052,728.0,36-103-169705,2225.0,32.72
361031697053,221.0,36-103-169705,2225.0,9.93
361031697061,1671.0,36-103-169706,4590.0,36.41
361031697062,1565.0,36-103-169706,4590.0,34.1
361031697063,1354.0,36-103-169706,4590.0,29.5
361031698001,1157.0,36-103-169800,6894.0,16.78
361031698002,1453.0,36-103-169800,6894.0,21.08
361031698003,2255.0,36-103-169800,6894.0,32.71
361031698004,2029.0,36-103-169800,6894.0,29.43
361031699031,1662.0,36-103-169903,4959.0,33.51
361031699032,1638.0,36-103-169903,4959.0,33.03
361031699033,1659.0,36-103-169903,4959.0,33.45
361031699041,1111.0,36-103-169904,1513.0,73.43
361031699042,402.0,36-103-169904,1513.0,26.57
361031699051,488.0,36-103-169905,1591.0,30.67
361031699052,1103.0,36-103-169905,1591.0,69.33
361031699061,576.0,36-103-169906,3740.0,15.4
361031699062,1372.0,36-103-169906,3740.0,36.68
361031699063,1792.0,36-103-169906,3740.0,47.91
361031700031,1276.0,36-103-170003,2147.0,59.43
361031700032,871.0,36-103-170003,2147.0,40.57
361031700041,1172.0,36-103-170004,3308.0,35.43
361031700042,921.0,36-103-170004,3308.0,27.84
361031700043,1215.0,36-103-170004,3308.0,36.73
361031700051,1309.0,36-103-170005,2579.0,50.76
361031700052,791.0,36-103-170005,2579.0,30.67
361031700053,479.0,36-103-170005,2579.0,18.57
361031700061,802.0,36-103-170006,1646.0,48.72
361031700062,844.0,36-103-170006,1646.0,51.28
361031701011,1473.0,36-103-170101,2543.0,57.92
361031701012,1070.0,36-103-170101,2543.0,42.08
361031702031,1262.0,36-103-170203,1836.0,68.74
361031702032,574.0,36-103-170203,1836.0,31.26
361031702041,1584.0,36-103-170204,4884.0,32.43
361031702042,1335.0,36-103-170204,4884.0,27.33
361031702043,1965.0,36-103-170204,4884.0,40.23
361031702051,988.0,36-103-170205,2202.0,44.87
361031702052,637.0,36-103-170205,2202.0,28.93
361031702053,577.0,36-103-170205,2202.0,26.2
361031702061,58.0,36-103-170206,2426.0,2.39
361031702062,1331.0,36-103-170206,2426.0,54.86
361031702063,1037.0,36-103-170206,2426.0,42.75
361031803001,1283.0,36-103-180300,3661.0,35.05
361031803002,1409.0,36-103-180300,3661.0,38.49
361031803003,209.0,36-103-180300,3661.0,5.71
361031803004,760.0,36-103-180300,3661.0,20.76
361031904021,1048.0,36-103-190402,2323.0,45.11
361031904022,1275.0,36-103-190402,2323.0,54.89
361031904031,846.0,36-103-190403,4626.0,18.29
361031904032,1644.0,36-103-190403,4626.0,35.54
361031904033,2136.0,36-103-190403,4626.0,46.17
361031904041,1535.0,36-103-190404,4662.0,32.93
361031904042,1825.0,36-103-190404,4662.0,39.15
361031904043,1302.0,36-103-190404,4662.0,27.93
361031904051,1423.0,36-103-190405,6380.0,22.3
361031904052,2657.0,36-103-190405,6380.0,41.65
361031904053,2300.0,36-103-190405,6380.0,36.05
361031905021,660.0,36-103-190502,2877.0,22.94
361031905022,1106.0,36-103-190502,2877.0,38.44
361031905023,1033.0,36-103-190502,2877.0,35.91
361031905024,78.0,36-103-190502,2877.0,2.71
361031905031,914.0,36-103-190503,2754.0,33.19
361031905032,773.0,36-103-190503,2754.0,28.07
361031905033,1067.0,36-103-190503,2754.0,38.74
361031905041,150.0,36-103-190504,3051.0,4.92
361031905042,1582.0,36-103-190504,3051.0,51.85
361031905043,1319.0,36-103-190504,3051.0,43.23
361031906031,1468.0,36-103-190603,5758.0,25.49
361031906032,811.0,36-103-190603,5758.0,14.08
361031906033,701.0,36-103-190603,5758.0,12.17
361031906034,2778.0,36-103-190603,5758.0,48.25
361031906041,2948.0,36-103-190604,5375.0,54.85
361031906042,1661.0,36-103-190604,5375.0,30.9
361031906043,766.0,36-103-190604,5375.0,14.25
361031906051,448.0,36-103-190605,908.0,49.34
361031906052,460.0,36-103-190605,908.0,50.66
361031906061,1287.0,36-103-190606,3786.0,33.99
361031906062,963.0,36-103-190606,3786.0,25.44
361031906063,448.0,36-103-190606,3786.0,11.83
361031906064,1088.0,36-103-190606,3786.0,28.74
361031907061,617.0,36-103-190706,6073.0,10.16
361031907062,618.0,36-103-190706,6073.0,10.18
361031907063,1221.0,36-103-190706,6073.0,20.11
361031907064,1532.0,36-103-190706,6073.0,25.23
361031907065,2085.0,36-103-190706,6073.0,34.33
361031907081,891.0,36-103-190708,2007.0,44.39
361031907082,700.0,36-103-190708,2007.0,34.88
361031907083,416.0,36-103-190708,2007.0,20.73
361031907091,39.0,36-103-190709,2032.0,1.92
361031907092,484.0,36-103-190709,2032.0,23.82
361031907093,1509.0,36-103-190709,2032.0,74.26
361031907101,543.0,36-103-190710,1338.0,40.58
361031907102,795.0,36-103-190710,1338.0,59.42
361031907111,1560.0,36-103-190711,4353.0,35.84
361031907112,734.0,36-103-190711,4353.0,16.86
361031907113,1743.0,36-103-190711,4353.0,40.04
361031907114,316.0,36-103-190711,4353.0,7.26
361031907121,251.0,36-103-190712,951.0,26.39
361031907122,235.0,36-103-190712,951.0,24.71
361031907123,465.0,36-103-190712,951.0,48.9
361031907131,898.0,36-103-190713,2149.0,41.79
361031907132,1251.0,36-103-190713,2149.0,58.21
361031907141,664.0,36-103-190714,1960.0,33.88
361031907142,253.0,36-103-190714,1960.0,12.91
361031907143,1043.0,36-103-190714,1960.0,53.21
361031908011,1365.0,36-103-190801,2121.0,64.36
361031908012,756.0,36-103-190801,2121.0,35.64
361031908021,1033.0,36-103-190802,2259.0,45.73
361031908022,1226.0,36-103-190802,2259.0,54.27
361032009011,612.0,36-103-200901,1062.0,57.63
361032009012,450.0,36-103-200901,1062.0,42.37
361032009031,1364.0,36-103-200903,1829.0,74.58
361032009032,465.0,36-103-200903,1829.0,25.42
361032009041,864.0,36-103-200904,2212.0,39.06
361032009042,1348.0,36-103-200904,2212.0,60.94
361032009051,845.0,36-103-200905,2030.0,41.63
361032009052,1185.0,36-103-200905,2030.0,58.37
361032009061,1753.0,36-103-200906,3131.0,55.99
361032009062,1378.0,36-103-200906,3131.0,44.01
361032010051,1932.0,36-103-201005,2982.0,64.79
361032010052,1050.0,36-103-201005,2982.0,35.21
361032010061,468.0,36-103-201006,807.0,57.99
361032010062,144.0,36-103-201006,807.0,17.84
361032010063,195.0,36-103-201006,807.0,24.16
361032010071,682.0,36-103-201007,2125.0,32.09
361032010072,580.0,36-103-201007,2125.0,27.29
361032010073,863.0,36-103-201007,2125.0,40.61
361032010081,777.0,36-103-201008,2147.0,36.19
361032010082,1370.0,36-103-201008,2147.0,63.81
361032010091,2120.0,36-103-201009,6385.0,33.2
361032010092,1738.0,36-103-201009,6385.0,27.22
361032010093,1044.0,36-103-201009,6385.0,16.35
361032010094,1483.0,36-103-201009,6385.0,23.23
361032010101,1452.0,36-103-201010,2916.0,49.79
361032010102,1464.0,36-103-201010,2916.0,50.21
361032012001,690.0,36-103-201200,690.0,100.0
361059501001,677.0,36-105-950100,3392.0,19.96
361059501002,919.0,36-105-950100,3392.0,27.09
361059501003,921.0,36-105-950100,3392.0,27.15
361059501004,875.0,36-105-950100,3392.0,25.8
361059502011,434.0,36-105-950201,2111.0,20.56
361059502012,1110.0,36-105-950201,2111.0,52.58
361059502013,567.0,36-105-950201,2111.0,26.86
361059502021,689.0,36-105-950202,1235.0,55.79
361059502022,546.0,36-105-950202,1235.0,44.21
361059503001,575.0,36-105-950300,1203.0,47.8
361059503002,628.0,36-105-950300,1203.0,52.2
361059504001,1201.0,36-105-950400,2996.0,40.09
361059504002,684.0,36-105-950400,2996.0,22.83
361059504003,1111.0,36-105-950400,2996.0,37.08
361059505001,713.0,36-105-950500,3878.0,18.39
361059505002,1304.0,36-105-950500,3878.0,33.63
361059505003,896.0,36-105-950500,3878.0,23.1
361059505004,965.0,36-105-950500,3878.0,24.88
361059506001,850.0,36-105-950600,1662.0,51.14
361059506002,379.0,36-105-950600,1662.0,22.8
361059506003,433.0,36-105-950600,1662.0,26.05
361059507011,651.0,36-105-950701,3158.0,20.61
361059507012,1497.0,36-105-950701,3158.0,47.4
361059507013,760.0,36-105-950701,3158.0,24.07
361059507014,250.0,36-105-950701,3158.0,7.92
361059507021,950.0,36-105-950702,1448.0,65.61
361059507022,498.0,36-105-950702,1448.0,34.39
361059508011,487.0,36-105-950801,2635.0,18.48
361059508012,988.0,36-105-950801,2635.0,37.5
361059508013,1160.0,36-105-950801,2635.0,44.02
361059508021,1105.0,36-105-950802,1649.0,67.01
361059508022,544.0,36-105-950802,1649.0,32.99
361059509001,1282.0,36-105-950900,3030.0,42.31
361059509002,805.0,36-105-950900,3030.0,26.57
361059509003,943.0,36-105-950900,3030.0,31.12
361059510001,601.0,36-105-951000,1940.0,30.98
361059510002,791.0,36-105-951000,1940.0,40.77
361059510003,548.0,36-105-951000,1940.0,28.25
361059511001,939.0,36-105-951100,4482.0,20.95
361059511002,3112.0,36-105-951100,4482.0,69.43
361059511003,431.0,36-105-951100,4482.0,9.62
361059512011,1788.0,36-105-951201,4742.0,37.71
361059512012,659.0,36-105-951201,4742.0,13.9
361059512013,954.0,36-105-951201,4742.0,20.12
361059512014,1341.0,36-105-951201,4742.0,28.28
361059512021,1209.0,36-105-951202,3855.0,31.36
361059512022,1538.0,36-105-951202,3855.0,39.9
361059512023,1108.0,36-105-951202,3855.0,28.74
361059513011,751.0,36-105-951301,2017.0,37.23
361059513012,1266.0,36-105-951301,2017.0,62.77
361059513021,1276.0,36-105-951302,2005.0,63.64
361059513022,249.0,36-105-951302,2005.0,12.42
361059513023,480.0,36-105-951302,2005.0,23.94
361059515001,884.0,36-105-951500,3047.0,29.01
361059515002,1154.0,36-105-951500,3047.0,37.87
361059515003,1009.0,36-105-951500,3047.0,33.11
361059516001,580.0,36-105-951600,3936.0,14.74
361059516002,1272.0,36-105-951600,3936.0,32.32
361059516003,974.0,36-105-951600,3936.0,24.75
361059516004,1110.0,36-105-951600,3936.0,28.2
361059517011,652.0,36-105-951701,3206.0,20.34
361059517012,1438.0,36-105-951701,3206.0,44.85
361059517013,1116.0,36-105-951701,3206.0,34.81
361059517021,908.0,36-105-951702,908.0,100.0
361059518011,633.0,36-105-951801,3104.0,20.39
361059518012,1557.0,36-105-951801,3104.0,50.16
361059518013,480.0,36-105-951801,3104.0,15.46
361059518014,434.0,36-105-951801,3104.0,13.98
361059518021,381.0,36-105-951802,3098.0,12.3
361059518022,697.0,36-105-951802,3098.0,22.5
361059518023,712.0,36-105-951802,3098.0,22.98
361059518024,400.0,36-105-951802,3098.0,12.91
361059518025,908.0,36-105-951802,3098.0,29.31
361059519001,797.0,36-105-951900,2090.0,38.13
361059519002,1293.0,36-105-951900,2090.0,61.87
361059520001,787.0,36-105-952000,1908.0,41.25
361059520002,590.0,36-105-952000,1908.0,30.92
361059520003,531.0,36-105-952000,1908.0,27.83
361059521001,947.0,36-105-952100,2248.0,42.13
361059521002,1301.0,36-105-952100,2248.0,57.87
361059522001,795.0,36-105-952200,1360.0,58.46
361059522002,565.0,36-105-952200,1360.0,41.54
361059523001,772.0,36-105-952300,1456.0,53.02
361059523002,684.0,36-105-952300,1456.0,46.98
361059524001,1164.0,36-105-952400,2178.0,53.44
361059524002,1014.0,36-105-952400,2178.0,46.56
361059525001,524.0,36-105-952500,2253.0,23.26
361059525002,568.0,36-105-952500,2253.0,25.21
361059525003,1161.0,36-105-952500,2253.0,51.53
361070201011,1016.0,36-107-020101,2271.0,44.74
361070201012,1255.0,36-107-020101,2271.0,55.26
361070201021,812.0,36-107-020102,3681.0,22.06
361070201022,680.0,36-107-020102,3681.0,18.47
361070201023,836.0,36-107-020102,3681.0,22.71
361070201024,1353.0,36-107-020102,3681.0,36.76
361070202001,1183.0,36-107-020200,5161.0,22.92
361070202002,1245.0,36-107-020200,5161.0,24.12
361070202003,1416.0,36-107-020200,5161.0,27.44
361070202004,1317.0,36-107-020200,5161.0,25.52
361070203001,1133.0,36-107-020300,6637.0,17.07
361070203002,1273.0,36-107-020300,6637.0,19.18
361070203003,1287.0,36-107-020300,6637.0,19.39
361070203004,897.0,36-107-020300,6637.0,13.52
361070203005,944.0,36-107-020300,6637.0,14.22
361070203006,1103.0,36-107-020300,6637.0,16.62
361070204011,781.0,36-107-020401,4542.0,17.2
361070204012,1183.0,36-107-020401,4542.0,26.05
361070204013,1518.0,36-107-020401,4542.0,33.42
361070204014,1060.0,36-107-020401,4542.0,23.34
361070204021,2091.0,36-107-020402,3931.0,53.19
361070204022,691.0,36-107-020402,3931.0,17.58
361070204023,1149.0,36-107-020402,3931.0,29.23
361070205001,873.0,36-107-020500,3686.0,23.68
361070205002,866.0,36-107-020500,3686.0,23.49
361070205003,759.0,36-107-020500,3686.0,20.59
361070205004,1188.0,36-107-020500,3686.0,32.23
361070206001,1151.0,36-107-020600,7108.0,16.19
361070206002,437.0,36-107-020600,7108.0,6.15
361070206003,1867.0,36-107-020600,7108.0,26.27
361070206004,1031.0,36-107-020600,7108.0,14.5
361070206005,1229.0,36-107-020600,7108.0,17.29
361070206006,689.0,36-107-020600,7108.0,9.69
361070206007,704.0,36-107-020600,7108.0,9.9
361070207011,852.0,36-107-020701,2987.0,28.52
361070207012,1137.0,36-107-020701,2987.0,38.06
361070207013,998.0,36-107-020701,2987.0,33.41
361070207021,955.0,36-107-020702,4280.0,22.31
361070207022,947.0,36-107-020702,4280.0,22.13
361070207023,1648.0,36-107-020702,4280.0,38.5
361070207024,730.0,36-107-020702,4280.0,17.06
361070207031,1011.0,36-107-020703,4283.0,23.6
361070207032,1407.0,36-107-020703,4283.0,32.85
361070207033,995.0,36-107-020703,4283.0,23.23
361070207034,870.0,36-107-020703,4283.0,20.31
361090001001,1132.0,36-109-000100,1759.0,64.35
361090001002,627.0,36-109-000100,1759.0,35.65
361090002011,1994.0,36-109-000201,3473.0,57.41
361090002012,1479.0,36-109-000201,3473.0,42.59
361090002021,1185.0,36-109-000202,1642.0,72.17
361090002022,457.0,36-109-000202,1642.0,27.83
361090003001,3070.0,36-109-000300,3070.0,100.0
361090004001,4487.0,36-109-000400,4487.0,100.0
361090005001,1611.0,36-109-000500,4858.0,33.16
361090005002,1100.0,36-109-000500,4858.0,22.64
361090005003,2147.0,36-109-000500,4858.0,44.2
361090006001,1304.0,36-109-000600,5285.0,24.67
361090006002,1460.0,36-109-000600,5285.0,27.63
361090006003,1011.0,36-109-000600,5285.0,19.13
361090006004,1510.0,36-109-000600,5285.0,28.57
361090007001,1310.0,36-109-000700,3818.0,34.31
361090007002,1422.0,36-109-000700,3818.0,37.24
361090007003,1086.0,36-109-000700,3818.0,28.44
361090008001,1239.0,36-109-000800,2650.0,46.75
361090008002,1411.0,36-109-000800,2650.0,53.25
361090009001,2005.0,36-109-000900,4740.0,42.3
361090009002,1868.0,36-109-000900,4740.0,39.41
361090009003,867.0,36-109-000900,4740.0,18.29
361090010001,1437.0,36-109-001000,4893.0,29.37
361090010002,1287.0,36-109-001000,4893.0,26.3
361090010003,2169.0,36-109-001000,4893.0,44.33
361090011001,3121.0,36-109-001100,6592.0,47.35
361090011002,3471.0,36-109-001100,6592.0,52.65
361090012001,3222.0,36-109-001200,3222.0,100.0
361090013011,1213.0,36-109-001301,3424.0,35.43
361090013012,2211.0,36-109-001301,3424.0,64.57
361090013021,1520.0,36-109-001302,3163.0,48.06
361090013022,761.0,36-109-001302,3163.0,24.06
361090013023,882.0,36-109-001302,3163.0,27.88
361090014001,852.0,36-109-001400,3308.0,25.76
361090014002,1149.0,36-109-001400,3308.0,34.73
361090014003,1307.0,36-109-001400,3308.0,39.51
361090015001,2235.0,36-109-001500,5890.0,37.95
361090015002,2469.0,36-109-001500,5890.0,41.92
361090015003,1186.0,36-109-001500,5890.0,20.14
361090016001,1556.0,36-109-001600,4512.0,34.49
361090016002,1543.0,36-109-001600,4512.0,34.2
361090016003,1413.0,36-109-001600,4512.0,31.32
361090017001,1232.0,36-109-001700,4081.0,30.19
361090017002,1222.0,36-109-001700,4081.0,29.94
361090017003,1627.0,36-109-001700,4081.0,39.87
361090018001,1945.0,36-109-001800,5019.0,38.75
361090018002,1955.0,36-109-001800,5019.0,38.95
361090018003,1119.0,36-109-001800,5019.0,22.3
361090019011,1154.0,36-109-001901,2840.0,40.63
361090019012,1686.0,36-109-001901,2840.0,59.37
361090019021,1157.0,36-109-001902,3274.0,35.34
361090019022,2117.0,36-109-001902,3274.0,64.66
361090020001,1914.0,36-109-002000,4627.0,41.37
361090020002,1426.0,36-109-002000,4627.0,30.82
361090020003,1287.0,36-109-002000,4627.0,27.81
361090021001,1389.0,36-109-002100,4602.0,30.18
361090021002,1146.0,36-109-002100,4602.0,24.9
361090021003,2067.0,36-109-002100,4602.0,44.92
361090022001,1914.0,36-109-002200,4478.0,42.74
361090022002,1187.0,36-109-002200,4478.0,26.51
361090022003,1377.0,36-109-002200,4478.0,30.75
361090023001,2535.0,36-109-002300,5931.0,42.74
361090023002,1903.0,36-109-002300,5931.0,32.09
361090023003,1493.0,36-109-002300,5931.0,25.17
361119501001,1458.0,36-111-950100,4622.0,31.54
361119501002,803.0,36-111-950100,4622.0,17.37
361119501003,1070.0,36-111-950100,4622.0,23.15
361119501004,691.0,36-111-950100,4622.0,14.95
361119501005,600.0,36-111-950100,4622.0,12.98
361119502001,1423.0,36-111-950200,3905.0,36.44
361119502002,1420.0,36-111-950200,3905.0,36.36
361119502003,1062.0,36-111-950200,3905.0,27.2
361119503001,2063.0,36-111-950300,4259.0,48.44
361119503002,840.0,36-111-950300,4259.0,19.72
361119503003,1356.0,36-111-950300,4259.0,31.84
361119504001,626.0,36-111-950400,4546.0,13.77
361119504002,879.0,36-111-950400,4546.0,19.34
361119504003,1033.0,36-111-950400,4546.0,22.72
361119504004,487.0,36-111-950400,4546.0,10.71
361119504005,950.0,36-111-950400,4546.0,20.9
361119504006,571.0,36-111-950400,4546.0,12.56
361119505001,1057.0,36-111-950500,3349.0,31.56
361119505002,886.0,36-111-950500,3349.0,26.46
361119505003,1406.0,36-111-950500,3349.0,41.98
361119506001,953.0,36-111-950600,2866.0,33.25
361119506002,925.0,36-111-950600,2866.0,32.27
361119506003,988.0,36-111-950600,2866.0,34.47
361119509001,494.0,36-111-950900,1221.0,40.46
361119509002,727.0,36-111-950900,1221.0,59.54
361119510001,483.0,36-111-951000,4240.0,11.39
361119510002,1596.0,36-111-951000,4240.0,37.64
361119510003,1162.0,36-111-951000,4240.0,27.41
361119510004,999.0,36-111-951000,4240.0,23.56
361119511001,598.0,36-111-951100,2053.0,29.13
361119511002,818.0,36-111-951100,2053.0,39.84
361119511003,637.0,36-111-951100,2053.0,31.03
361119512001,770.0,36-111-951200,4130.0,18.64
361119512002,1217.0,36-111-951200,4130.0,29.47
361119512003,975.0,36-111-951200,4130.0,23.61
361119512004,1168.0,36-111-951200,4130.0,28.28
361119513001,1659.0,36-111-951300,4088.0,40.58
361119513002,1817.0,36-111-951300,4088.0,44.45
361119513003,612.0,36-111-951300,4088.0,14.97
361119514001,1327.0,36-111-951400,3698.0,35.88
361119514002,1336.0,36-111-951400,3698.0,36.13
361119514003,1035.0,36-111-951400,3698.0,27.99
361119515001,470.0,36-111-951500,3574.0,13.15
361119515002,873.0,36-111-951500,3574.0,24.43
361119515003,939.0,36-111-951500,3574.0,26.27
361119515004,1292.0,36-111-951500,3574.0,36.15
361119516001,824.0,36-111-951600,2207.0,37.34
361119516002,1383.0,36-111-951600,2207.0,62.66
361119517001,751.0,36-111-951700,4881.0,15.39
361119517002,2194.0,36-111-951700,4881.0,44.95
361119517003,542.0,36-111-951700,4881.0,11.1
361119517004,395.0,36-111-951700,4881.0,8.09
361119517005,999.0,36-111-951700,4881.0,20.47
361119518001,1569.0,36-111-951800,1569.0,100.0
361119519001,1240.0,36-111-951900,3089.0,40.14
361119519002,495.0,36-111-951900,3089.0,16.02
361119519003,617.0,36-111-951900,3089.0,19.97
361119519004,737.0,36-111-951900,3089.0,23.86
361119520001,1600.0,36-111-952000,2795.0,57.25
361119520002,1195.0,36-111-952000,2795.0,42.75
361119521001,854.0,36-111-952100,3961.0,21.56
361119521002,973.0,36-111-952100,3961.0,24.56
361119521003,929.0,36-111-952100,3961.0,23.45
361119521004,1205.0,36-111-952100,3961.0,30.42
361119522001,610.0,36-111-952200,3802.0,16.04
361119522002,527.0,36-111-952200,3802.0,13.86
361119522003,1093.0,36-111-952200,3802.0,28.75
361119522004,1572.0,36-111-952200,3802.0,41.35
361119523001,595.0,36-111-952300,1424.0,41.78
361119523002,829.0,36-111-952300,1424.0,58.22
361119524001,1498.0,36-111-952400,2451.0,61.12
361119524002,953.0,36-111-952400,2451.0,38.88
361119525001,709.0,36-111-952500,3452.0,20.54
361119525002,1489.0,36-111-952500,3452.0,43.13
361119525003,1254.0,36-111-952500,3452.0,36.33
361119526001,1507.0,36-111-952600,6041.0,24.95
361119526002,1430.0,36-111-952600,6041.0,23.67
361119526003,1375.0,36-111-952600,6041.0,22.76
361119526004,709.0,36-111-952600,6041.0,11.74
361119526005,1020.0,36-111-952600,6041.0,16.88
361119527001,936.0,36-111-952700,2902.0,32.25
361119527002,819.0,36-111-952700,2902.0,28.22
361119527003,1147.0,36-111-952700,2902.0,39.52
361119528001,861.0,36-111-952800,2897.0,29.72
361119528002,1474.0,36-111-952800,2897.0,50.88
361119528003,562.0,36-111-952800,2897.0,19.4
361119529011,794.0,36-111-952901,2833.0,28.03
361119529012,765.0,36-111-952901,2833.0,27.0
