family_id,earliest_publication_date,distinct_publication_numbers,distinct_country_codes,distinct_cpc_codes,distinct_ipc_codes,citing_families,cited_families
52572599,2015-01-26,KR-20150009339-A,KR,"A23L33/105,A61K31/44,A61K36/67,A61K8/9789,A61Q19/02","A61K8/49,A61K8/97,A61Q19/02","",""
52572607,2015-01-26,KR-20150009349-A,KR,"B22F1/00,B22F9/02","B22F1/00,B22F9/02","",""
52587590,2015-01-02,KR-101478088-B1,KR,"G01H1/12,G01M17/00,G01R31/343",G01R31/34,"",""
52588408,2015-01-05,KR-200475807-Y1,KR,"H01Q1/103,H01Q1/244,H01Q9/14","H01Q1/24,H01Q9/14","",""
52588706,2015-01-14,KR-101481366-B1,KR,"C22B11/044,C22B25/04,Y02P10/20","C25C1/14,C25C1/20","",""
52685375,2015-01-29,JP-3195698-U,JP,"","B01D39/14,B01D39/16,B01D46/00,B60H3/06","",""
53278738,2015-01-10,RU-2013128041-A,RU,"","B82B3/00,C01B31/02","",""
89710192,2015-01-01,TW-D165079-S,TW,"","","",""
9958015,2015-01-06,US-8930853-B2,US,"G06Q10/0631,G06Q10/08","G06F3/048,G06Q10/00,G06Q10/06,G06Q10/08","",""
28453059,2015-01-21,JP-5657237-B2,JP,"B01D61/02,B01D61/12,B01D61/22,B01D61/54,B01D65/08,B01D65/102,C02F1/441","B01D61/12,B01D61/22,B01D61/32,B01D61/36,B01D61/54,B01D61/58,B01D65/00,B01D65/10,C02F1/44,C02F5/00,C02F5/10","",""
33564219,2015-01-07,JP-5649881-B2,JP,"A61K2039/522,A61K39/102,A61P11/00,A61P31/04,C07K14/285,C12N1/20","A23K1/16,A61K39/102,A61P31/04,C07K14/285,C12N1/21,C12N15/09","",""
34198964,2015-01-21,CN-102612151-B,CN,"H04W52/24,H04W52/26,H04W52/34,H04W52/50,H04W72/0473,H04W72/12,H04W88/02","H04B7/005,H04W52/00,H04W52/24,H04W52/26,H04W52/34,H04W52/50,H04W72/54","",""
38459434,2015-01-21,EP-1998700-B1,EP,"A61B18/20,A61B18/203,A61B2017/00154,A61B2018/00005,A61B2018/00452,A61B2018/00476,A61B2018/1807,A61B2018/2065,A61N5/06","A61B17/00,A61N5/06","",""
38462011,2015-01-20,KR-101484635-B1,KR,"H01M2008/1293,H01M8/02,H01M8/0273,H01M8/04,H01M8/2404,H01M8/2425,H01M8/2432,H01M8/248,H01M8/2483,Y02E60/50","H01M50/528,H01M8/02,H01M8/04","",""
38693868,2015-01-06,CA-2652076-C,CA,"C11C3/02,C11C3/10,C12N11/14,C12N9/20,C12P7/62,C12P7/64,C12P7/6454,C12P7/6458","C11C3/02,C11C3/10,C12N9/20,C12P7/6454,C12P7/6458","",""
39032333,2015-01-06,CA-2608535-C,CA,"H04M2201/14,H04M3/18,H04M3/56,H04M3/567,H04M3/568,H04M3/569,H04N7/15",H04M3/56,"",""
39788330,2015-01-11,TW-I468459-B,TW,"C08F297/04,C08J2353/02,C08J5/18,C08L25/04,C08L25/08,C08L25/10,C08L51/04,C08L53/02","C08J5/18,C08L53/02","",""
39863957,2015-01-07,CN-104267521-A,CN,"C08L19/006,C08L2666/02,C08L45/00,C08L51/04,C09J109/00,C09J133/066,G02F1/1333,G02F1/1335,G02F1/1339,G02F2201/50,G02F2202/023","C08F283/00,C08F291/00,G02F1/1333","",""
40750458,2015-01-14,CN-102449246-B,CN,"E02D27/14,E04B1/18,E04B1/26,E04B1/30,E04B1/76,E04B1/7604,E04B1/7654,E04C3/12,E04C3/16,E04D13/1675,E04F15/18","E04B1/76,E04F21/08","",""
40935201,2015-01-07,CN-102483136-B,CN,"F16H2057/0224,F16H57/022,Y10T74/19074,Y10T74/19079","F16H3/20,F16H3/34,F16H57/022","",""
41031256,2015-01-21,JP-5658333-B2,JP,G06Q40/04,"G06F3/048,G06Q30/06,G06Q40/00,G06Q40/02,G06Q40/04,G06Q50/00","",""
41338684,2015-01-13,CA-2675007-C,CA,"B01D2253/102,B01D2253/104,B01D2253/108,B01D2253/112,B01D2255/2092,B01D2257/2064,B01D2257/30,B01D2257/304,B01D2257/308,B01D2257/406,B01D2257/408,B01D2259/414,B01D53/04,B01D53/8603","B01D53/04,B01D53/46,B01J20/02","",""
41413653,2015-01-28,JP-5661033-B2,JP,"C30B11/00,C30B11/04,C30B11/08,C30B13/00,C30B13/08,C30B13/10,C30B15/00,C30B15/02,C30B15/04,C30B29/06,C30B29/52,H01L31/00,H01L31/028,H01L31/18,Y02E10/547,Y10T117/1024,Y10T117/1068","C01B33/02,C30B15/04,C30B29/06,H01L31/04","",""
42175758,2015-01-22,KR-101484162-B1,KR,"H01L21/67034,H01L21/67057,H01L21/68742",H01L21/30,"",""
42316400,2015-01-07,JP-5648482-B2,JP,"F16H2061/1228,F16H2061/1284,F16H59/68,F16H61/12,F16H61/686","F16H61/00,F16H61/12,F16H61/68","",""
42557491,2015-01-21,JP-5656980-B2,JP,"A61K31/53,A61K47/60,A61P25/04,A61P25/08,A61P35/00,C07D253/075","A61K31/53,A61K31/77,A61P25/08,C07D253/06","",""
42727800,2015-01-21,JP-5658175-B2,JP,"A61F2/02,A61L27/14,A61L27/18,A61L27/20,A61L27/24,A61L27/26,A61L27/40,A61L27/50,A61L27/52,A61L27/54,A61L27/58,A61L31/06,B32B2250/20,B32B2307/7163,B32B2307/728,B32B2307/73,B32B2535/00,B32B5/26,D01D5/00,D01D5/003,D04H1/435,D04H1/72,D04H1/728,D04H3/005,D04H3/009,D04H3/011,D04H3/02,D04H3/073","A61F2/02,A61L27/00","",""
43032222,2015-01-29,KR-101488063-B1,KR,"B32B2457/202,C08J2329/04,C08J2385/04,C08J2429/04,C08J5/18,G02B1/08,G02B5/30,G02B5/3033,G02F1/1335,Y10T428/265","G02B5/30,G02F1/1335","",""
43662761,2015-01-14,JP-5653022-B2,JP,"C22C38/02,C22C38/04,C22C38/18,C22C38/42,C22C38/44,C22C38/46,C22C38/50,C22C38/54","C22C38/00,C22C38/54,F16F1/02","",""
43972514,2015-01-14,CN-102079244-B,CN,"B60K13/04,F01N13/009,F01N13/08,F01N13/10,F01N13/107,F01N13/1805,F01N13/185,F01N2470/10","B60K13/04,F01N13/10","",""
43983760,2015-01-27,RU-2013117938-A,RU,"B32B27/08,B32B27/32,B32B7/12,E04B1/66,E04B1/665,E04D5/06,E04D5/148,E04D5/149,Y10T156/10",E04D5/14,"",""
44060333,2015-01-14,CN-102596356-B,CN,"B01D2201/302,B01D27/10,B01D35/153,B01D35/30",B01D35/153,"",""
44169194,2015-01-07,JP-5650314-B2,JP,"C11D3/001,C11D3/373,C11D3/3769,C11D3/50","D06M13/00,D06M15/267,D06M15/643","",""
44173288,2015-01-22,AU-2010335907-B2,AU,"F16D9/08,F16K3/0254,F16K3/0263,F16K3/12,F16K3/28,F16K3/316,F16K31/508","F16K3/28,F16K3/30","",""
44653111,2015-01-07,JP-5650589-B2,JP,"C07F7/025,C07F7/10,C23C16/34,C23C16/345,C23C16/401,C23C16/50,H01B3/12","C07F7/02,C23C16/42,H01L21/316,H01L21/318","",""
44932754,2015-01-20,CA-2759660-C,CA,"H04B7/0413,H04B7/15,H04L5/0023,H04L5/0035,H04L5/0048,H04L5/0053,H04L5/0057,H04W52/42,H04W72/04,H04W72/23,H04W74/006,H04W84/047","H04B7/04,H04J11/00,H04W72/04","",""
45771325,2015-01-14,JP-5652064-B2,JP,G01G19/4142,"G01G19/12,G01G19/52,G01V9/00","",""
45877968,2015-01-06,US-8926208-B2,US,"A47L11/4002,A47L11/4036,A47L11/4075,A47L11/4086,A47L13/22,A47L13/225","A47L1/08,A47L11/40,A47L13/22","",""
46026284,2015-01-15,US-2015013336-A1,US,"F01K25/08,F01K3/00,F03G6/003,F22B1/006,F24J2/34,F24S10/45,F24S60/30,F28D20/0056,Y02E10/44,Y02E10/46,Y02E20/12","F01K25/08,F03G6/00,F24J2/34","",""
46171178,2015-01-21,CN-102754531-B,CN,"H05B45/3725,H05B45/38,H05B45/385,Y02B20/30","H05B37/02,H05B44/00","",""
46244038,2015-01-28,CN-102572946-B,CN,"H04W28/02,H04W28/22,H04W88/08,H04W88/16","H04L12/28,H04W28/08,H04W28/20,H04W28/24,H04W88/08","",""
46476468,2015-01-14,CN-102587274-B,CN,"",E01D19/06,"",""
46678378,2015-01-21,JP-5658028-B2,JP,"","C07C13/62,C07C211/54,C07F5/02,C09K11/06,H01L51/50","",""
46769611,2015-01-07,CN-102660015-B,CN,"","C07C41/03,C07C43/23,C08G65/28","",""
46813878,2015-01-28,CN-102681910-B,CN,"",G06F11/14,"",""
46940206,2015-01-06,US-8928311-B2,US,G01D5/2073,"G01D5/20,G01R7/14","",""
47022666,2015-01-15,JP-2015501143-A,JP,"A61K38/10,A61K45/06,A61K9/127,A61P25/00,A61P35/00,C07K14/005,C07K14/705,C07K7/08,C12N2760/20122,C12N2760/20133","A61K31/713,A61K35/12,A61K38/00,A61K45/00,A61K48/00,A61P25/00,A61P35/00,C07K7/06,C07K7/08,C12N1/15,C12N1/19,C12N1/21,C12N15/09,C12N5/10","",""
47040833,2015-01-22,JP-2015502265-A,JP,"B81B3/0005,B81C1/00285,B81C2201/112,G02B26/001","B81B3/00,B81C99/00,G02B26/02,H01L23/24","",""
47123533,2015-01-07,CN-102778558-B,CN,"",G01N33/558,"",""
47366351,2015-01-07,CN-102838593-B,CN,"","A01N43/828,A01P1/00,C07D285/125,C07D417/04","",""
47480473,2015-01-21,CN-102879060-B,CN,"","G01F1/66,G01F25/00","",""
47573577,2015-01-14,CN-102901197-B,CN,"","F24F13/02,F24F13/06,F24F13/24,F24F13/30","",""
47636328,2015-01-07,CN-102921318-B,CN,"","B01D67/00,B01D69/08,B01D69/10,B01D71/68","",""
47642633,2015-01-21,CN-102927772-B,CN,F25D2325/021,F25D25/02,"",""
47710158,2015-01-07,EP-2820436-A1,EP,"G01R31/11,G01R31/58","G01R31/02,G01R31/11","",""
47712436,2015-01-06,US-8928865-B2,US,"G01C15/002,G01S17/325,G01S17/34,G01S17/89","G01C15/00,G01C15/02,G01S17/34,G01S17/89","",""
47740787,2015-01-27,US-8942800-B2,US,"A61H2201/0184,A61H2201/5007,A61H2201/5015,A61H2201/5043,A61H2201/5048,A61H2201/5061,A61H2201/5071,A61H2201/5084,A61H2201/5092,A61H2201/5097,A61H2230/04,A61H31/005,A61H31/007,A61N1/3993","A61H31/00,A61N1/39","",""
47843289,2015-01-14,EP-2822790-A1,EP,"B60H1/00785,B60H1/00828,B60H2001/00961,F24D19/0095,F24H4/00,F25B47/006,F25B49/02,F25D21/04","B60H1/32,F24D11/00,F25B47/00,F25D21/04","",""
47959285,2015-01-14,CN-103009972-B,CN,"",B60J7/047,"",""
47998402,2015-01-07,CN-104271057-A,CN,"A61B17/686,A61B17/7001,A61B17/866,A61B17/88,F04C2270/0421","A61B17/68,A61B17/70","",""
48151928,2015-01-28,CN-103075270-B,CN,"",F02K9/34,"",""
48168072,2015-01-29,JP-2015503312-A,JP,"B23P11/00,B23P11/02,D06F21/00,D06F21/02,D06F2103/04,D06F2105/48,D06F23/02,D06F31/00,D06F37/04,D06F37/06,D06F37/206,D06F37/269,D06F37/30,D06F37/304,H02K1/148,H02K1/16,H02K1/24,H02K1/26,H02K1/265,H02K1/27,H02K1/2706,H02K1/2773,H02K1/28,H02K11/215,H02K15/022,H02K16/00,H02K16/02,H02K21/12,H02K21/16,H02K21/22,H02K29/08,H02K3/522,H02K7/003,H02K7/14,Y02B40/00,Y10T29/49826,Y10T29/49945","D06F33/02,D06F37/04,D06F37/36,H02K1/04,H02K1/12,H02K1/22,H02K16/00,H02K21/14,H02K3/34,H02K7/14","",""
48186879,2015-01-07,JP-5650702-B2,JP,"","B22F1/02,B22F3/00,C22C33/02,C22C38/00,H01F1/24,H01F27/255,H01F41/02","",""
48227361,2015-01-21,KR-20150008044-A,KR,"A61B5/082,A61B5/083,A61B5/14532,B01J19/10,G01N33/497,G01N33/4975,G01N33/64","C01G30/00,C01G49/06,C01G55/00,G01N33/497,G01N33/64","",""
48289499,2015-01-27,KR-20150009987-A,KR,"G01J2005/123,G01J5/023,G01J5/12,H10N10/01","G01J5/12,H10N10/01","",""
48536979,2015-01-26,KR-20150009579-A,KR,"H04L1/1607,H04L1/1812,H04L1/1861,H04L5/0055,H04L5/14","H04L1/18,H04L5/00","",""
48612819,2015-01-05,JP-2015500200-A,JP,"B28B1/14,B29C67/243,B29K2033/12,C04B14/04,C04B14/28,C04B2111/545,C04B26/06,C04B26/18,C04B41/009,C04B41/4826,C04B41/64","C04B14/04,C04B14/32,C04B26/06","",""
48667847,2015-01-08,JP-2015500870-A,JP,"A01N25/04,A01N25/10,A01N25/14,A01N37/10,A01N37/50,A01N43/40,A01N43/54,A01N43/56,A01N43/88,A01N47/24,A01N57/20,C05G3/60","A01N25/00,A01N25/04,A01N25/10,A01N25/24,A01N25/30,A01N37/50,A01N43/40,A01N43/54,A01N43/88,A01N47/24,A01P3/00,A01P7/04,C05G3/60","",""
48746328,2015-01-12,KR-20150004278-A,KR,"C23C18/1675,C25D21/12,C25D7/00,C25D7/12,C25F3/02,C25F7/00,G01N27/4166","C25D21/00,C25D21/12,C25F7/00","",""
48832726,2015-01-08,CA-2917214-A1,CA,"G02B1/11,G02B27/0081,G06F1/1609,G09F19/12,H04N13/30,H04N5/72","G02B27/22,G06F1/16,G09F19/12,H04N13/30,H04N5/64","",""
48875716,2015-01-21,CN-104303468-A,CN,"H04B1/56,H04B15/00,H04B7/024,H04B7/0417,H04B7/0456,H04B7/0473,H04B7/0486,H04B7/0626,H04B7/063,H04B7/0632,H04B7/0639,H04B7/0647,H04B7/065,H04B7/26,H04J3/00,H04J3/1694,H04J3/26,H04L1/0026,H04L1/1803,H04L1/1822,H04L27/2627,H04L5/0007,H04L5/001,H04L5/0035,H04L5/0053,H04L5/0073,H04L5/0096,H04L5/14,H04L5/1469,H04L65/00,H04L69/22,H04L69/324,H04W16/14,H04W24/02,H04W24/10,H04W36/0061,H04W36/0088,H04W36/0094,H04W36/04,H04W36/16,H04W36/22,H04W4/02,H04W4/023,H04W4/029,H04W4/06,H04W4/16,H04W4/70,H04W4/90,H04W48/20,H04W52/0209,H04W52/0212,H04W52/0216,H04W52/0225,H04W52/0229,H04W52/0235,H04W52/0251,H04W56/00,H04W56/001,H04W72/02,H04W72/044,H04W72/12,H04W72/1215,H04W72/21,H04W72/23,H04W72/27,H04W72/30,H04W72/51,H04W72/54,H04W72/541,H04W72/542,H04W72/56,H04W76/14,H04W76/18,H04W76/27,H04W76/28,H04W88/02,H04W88/06,H04W88/08,Y02D30/70","H04L12/70,H04W4/02,H04W4/029,H04W4/70,H04W4/90,H04W72/54","",""
49005586,2015-01-29,US-2015027593-A1,US,"C21D2211/002,C21D2211/005,C21D2211/008,C21D8/0236,C21D8/0247,C21D8/0284,C22C38/00,C22C38/002,C22C38/005,C22C38/02,C22C38/04,C22C38/06,C22C38/12,C22C38/14,C22C38/18,C22C38/26,C22C38/38","C21D8/02,C22C38/00,C22C38/02,C22C38/04,C22C38/06,C22C38/12,C22C38/14,C22C38/26,C22C38/38","",""
49006524,2015-01-07,CN-103262822-B,CN,"","A01K63/00,A01K63/04,A01K63/06","",""
49057116,2015-01-28,CN-103274453-B,CN,Y02E60/10,"C01G23/00,H01M4/485","",""
49116328,2015-01-29,US-2015028677-A1,US,"H02J9/06,H02J9/062",H02J9/06,"",""
49161309,2015-01-29,US-2015031234-A1,US,"H01R12/57,H01R13/05,H01R13/2428,H01R13/2492",H01R13/05,"",""
49241008,2015-01-21,CN-103332779-B,CN,Y02W10/10,C02F3/02,"",""
49477054,2015-01-23,KR-20150008883-A,KR,"G02B7/023,G03B13/32,G03B17/00,G03B2217/00,G03B3/10","G02B7/09,G03B13/32,G03B17/00,G03B3/10,H04N5/232","",""
49514534,2015-01-07,CN-104271582-A,CN,"C07D209/80,C07D209/94,C07D209/96,C07D405/04,C07D405/10,C07D405/14,C07D409/04,C07D409/10,C07D409/14,C07D487/04,C07D491/048,C07D495/04,C07F7/0814,C07F7/0816,C09K11/06,C09K2211/1007,C09K2211/1011,C09K2211/1018,C09K2211/1029,C09K2211/1033,C09K2211/1037,C09K2211/1044,C09K2211/1088,C09K2211/1092,C09K2211/1096,C09K2211/185,H10K2101/90,H10K50/11,H10K50/15,H10K85/40,H10K85/615,H10K85/631,H10K85/636,H10K85/657,H10K85/6572,H10K85/6574,H10K85/6576","C07D209/82,C07D209/88,C07D209/96,C07D405/04,C07D405/10,C07D405/14,C07D409/04,C07D409/10,C07D409/14,C07D487/04,C07D491/048,C07D495/04,C07F7/10,C09K11/06,H05B33/14,H10K99/00","",""
49624055,2015-01-28,CN-104321831-A,CN,"G06F2203/04103,G06F3/041,H01B1/08,H01B1/12,H01B13/00,H01B13/0026,H01B5/14,Y10T428/265","G06F3/041,H01B13/00,H01B5/14","",""
49646913,2015-01-28,CN-103421513-B,CN,"C09K11/025,C09K11/883,H01L33/0083,H01L33/06,H01L33/08,Y02B20/00","C09K11/02,C09K11/88","",""
49769141,2015-01-29,SG-11201407673Q-A,SG,"E21B23/00,E21B23/01,E21B47/01,H01F7/04","E21B31/06,E21B47/01","",""
49819298,2015-01-07,CN-103478435-B,CN,"","A23K1/14,A23K1/16,A23K1/18","",""
49882389,2015-01-21,CN-104302483-A,CN,"B05C5/02,B41J2/1404,B41J2/14201,B41J2/175,B41J2/17563,B41J2/17596,B41J2002/14403,B41J2002/14467,B41J2202/12","B41J2/045,B41J2/175","",""
49995897,2015-01-13,US-8935238-B2,US,"G06F16/24575,G06F16/24578,G06F16/248,G06F16/285,G06F16/36,G06F16/951,G06F16/9535,G06F16/9538,G06F17/30598,G06F17/30731,G06F17/30864,G06F17/30867",G06F17/30,"",""
50079784,2015-01-21,CN-103589459-B,CN,"Y02P20/10,Y02P20/129","C10J3/18,C10J3/20,C10J3/74,C10J3/84","",""
50120152,2015-01-07,CN-104262601-A,CN,Y02P20/584,C08G65/26,"",""
50230971,2015-01-22,US-2015022568-A1,US,"G02B26/02,G02B26/101,G03B21/2013,G03B21/2033,G03B33/06,G09G3/3406,H04N5/74,H04N9/3135,H04N9/3161,H04N9/3182,H04N9/3194",G09G3/34,"",""
50280504,2015-01-22,WO-2015009334-A1,WO,"G01J1/4257,G01J5/046,G01J5/12,G01K17/003,H01L31/0368","G01J5/04,G01J5/12,H10N10/855,H10N15/10","",""
50548512,2015-01-13,US-8935377-B2,US,"G06F2209/542,G06F9/5072",G06F15/173,"",""
50979668,2015-01-15,JP-2015006864-A,JP,"F16H2059/026,F16H2059/0265,F16H2059/0282,F16H59/0204,F16H59/0208,F16H59/10,Y10T74/2014",B60K20/02,"",""
51031233,2015-01-19,JP-2015010362-A,JP,"","E02D27/34,E02D31/12","",""
51062792,2015-01-22,DE-102013107549-A1,DE,"H01H2009/0022,H01H9/0016,H01H9/0027","H01F29/04,H01H9/00,H02P13/06","",""
51167596,2015-01-14,CN-104283866-A,CN,"G06F16/24532,G06F16/2477,H04L67/01,H04L67/12","H04L29/06,H04L29/08","",""
51167664,2015-01-22,JP-2015015701-A,JP,"G06F11/1012,H03M13/1111,H03M13/1142,H03M13/3723,H03M13/618,H03M13/6306,H03M13/658,H03M13/6591","G11B20/10,G11B20/18,G11C16/06,H03M13/19,H03M13/45","",""
51205152,2015-01-08,DE-102013213057-A1,DE,B25J9/0051,B25J11/00,"",""
51241030,2015-01-21,CN-104299524-A,CN,"G06F1/163,G06F1/1652,G09F9/301,H05K5/0017,H05K5/0217",G09F9/30,"",""
51526889,2015-01-27,US-8942268-B2,US,"H01S3/025,H01S3/0407,H01S3/042,H01S3/0604,H01S3/0606,H01S5/024,H01S5/02423","H01S3/04,H01S5/024","",""
51726223,2015-01-01,TW-I467892-B,TW,"",H02K1/27,"",""
51816979,2015-01-21,CN-104290863-A,CN,"","B63B7/08,B63H16/04","",""
51933816,2015-01-28,CN-104321912-A,CN,"H01M10/052,H01M10/0525,H01M2004/021,H01M2220/30,H01M4/131,H01M4/133,H01M4/134,H01M4/366,H01M4/386,H01M4/387,H01M4/505,H01M4/525,H01M4/5825,H01M4/583,H01M4/587,Y02E60/10,Y02T10/70","H01M10/052,H01M4/13,H01M4/131,H01M4/139,H01M4/48,H01M4/505,H01M4/525,H01M4/583,H01M4/587","",""
51991102,2015-01-26,KR-101485390-B1,KR,"C08G59/022,C08G59/18,C08G59/24,C08G59/50,C08G59/5033,C08G59/68,C08K5/17,C08L63/00,C08L9/02","C08G59/18,C08G59/50,C08K5/17,C08L63/00","",""
52018714,2015-01-01,TW-201501467-A,TW,"H03K17/08104,H03K17/102,H04B1/44",H03K17/08,"",""
52107213,2015-01-14,CN-104279315-A,CN,"F15B13/0442,F15B2211/30515,F15B2211/30525,F15B2211/655,F15B2211/85,F16D2048/0278,F16D2500/1085,F16D2500/5118,F16D48/02,F16H2061/0279,F16H61/00,F16H61/0267,F16H61/0276,F16H61/4008,F16H61/431,Y10T137/87193,Y10T137/87209,Y10T137/87217",F16H61/30,"",""
52114826,2015-01-01,TW-201500163-A,TW,"B29C37/0028,B29C43/18,B29C70/42,B29C70/46",B29C43/18,"",""
52117199,2015-01-06,US-8926302-B1,US,A47J43/00,A47J43/20,"",""
52131546,2015-01-22,DE-102014210027-A1,DE,"H02P21/0021,H02P2207/01,H02P25/02","H02P21/00,H02P25/02","",""
52141099,2015-01-21,CN-104295498-A,CN,"F04C18/0207,F04C18/0215,F04C18/0253,F04C18/0292,F04C2240/806,F04C23/008,F04C27/009,F04C29/023,F04C29/028","F04C18/02,F04C29/02","",""
52143882,2015-01-08,WO-2015002314-A1,WO,"B22D11/003,B22D11/0622,C21D1/26,C22C21/00,C22C21/02,C22F1/00,C22F1/04,C22F1/043,F28F1/06,F28F1/126,F28F21/084","B22D11/00,B22D11/06,C22C21/00,C22F1/00,C22F1/04","",""
52147347,2015-01-07,CN-104255660-A,CN,A01K67/033,A01K67/033,"",""
52147611,2015-01-07,CN-104255925-A,CN,"","A23C9/158,A61K36/899,A61P17/00","",""
52148225,2015-01-07,CN-104256539-A,CN,A23L11/50,A23L27/60,"",""
52148268,2015-01-07,CN-104256583-A,CN,"A23L33/105,A23L33/15,A23V2002/00",A23L33/00,"",""
52148384,2015-01-07,CN-104256701-A,CN,"A23L13/55,A23L17/60,A23L33/00","A23L13/50,A23L17/60","",""
52148446,2015-01-07,CN-104256763-A,CN,"A23L2/04,A23L2/38,A23L2/52,A23L33/105,A23V2002/00","A23L2/02,A23L2/04,A23L2/52,A23L33/10,A23L33/105","",""
52148491,2015-01-07,CN-104256808-A,CN,"A23L2/02,A23L2/52,A23L33/00,A23V2002/00","A23L2/38,A23L33/00","",""
52148536,2015-01-07,CN-104256854-A,CN,A23L3/36,A23L3/36,"",""
52148844,2015-01-07,CN-104257163-A,CN,A47C31/00,A47C31/00,"",""
52150030,2015-01-07,CN-104258373-A,CN,"","A61K38/08,A61P35/00","",""
52150556,2015-01-07,CN-104258908-A,CN,"",B01J31/24,"",""
52152895,2015-01-07,CN-104261264-A,CN,"B66C15/00,B66C2700/0321",B66C15/00,"",""
52153419,2015-01-07,CN-104261797-A,CN,C04B30/02,C04B30/02,"",""
52156201,2015-01-07,CN-104264637-A,CN,E02B7/46,E02B7/46,"",""
52157688,2015-01-07,CN-104266135-A,CN,"F21S9/02,F21V19/001,F21V23/06,F21Y2101/00","F21S9/04,F21V23/00","",""
52158036,2015-01-07,CN-104266494-A,CN,"",F27D15/02,"",""
52158157,2015-01-07,CN-104266616-A,CN,G01B17/00,G01B17/00,"",""
52158939,2015-01-07,CN-104267399-A,CN,"G01S13/90,G01S13/9011",G01S13/90,"",""
52159277,2015-01-07,CN-104267749-A,CN,"",G05D9/04,"",""
52160283,2015-01-07,CN-104268763-A,CN,"",G06Q30/00,"",""
52161080,2015-01-07,CN-104269575-A,CN,"H01M10/056,Y02E60/10",H01M10/056,"",""
52161403,2015-01-07,CN-104269901-A,CN,"H02J7/00045,H02J7/0018,H02J7/0021,H02J7/0026,H02J7/0027",H02J7/00,"",""
52161678,2015-01-07,CN-104270177-A,CN,Y02D30/70,"H04B1/16,H04B5/48","",""
52163366,2015-01-07,CN-204070582-U,CN,"",A24F47/00,"",""
52163834,2015-01-07,CN-204071052-U,CN,"","A47B13/00,A47B13/02","",""
52164285,2015-01-07,CN-204071504-U,CN,"",A47G19/14,"",""
52164943,2015-01-07,CN-204072170-U,CN,"",A61B10/02,"",""
52166624,2015-01-07,CN-204073858-U,CN,"",B01D61/18,"",""
52167068,2015-01-07,CN-204074302-U,CN,"","B05B1/06,B05B15/02,B05B15/06","",""
52168577,2015-01-07,CN-204075814-U,CN,"",B23Q3/08,"",""
52170145,2015-01-07,CN-204077397-U,CN,Y02T10/70,B60L11/18,"",""
52170750,2015-01-07,CN-204078009-U,CN,"",B63B25/00,"",""
52171322,2015-01-07,CN-204078583-U,CN,"","B65F1/14,F21V33/00,F21Y101/02","",""
52172218,2015-01-07,CN-204079480-U,CN,"",C01B13/02,"",""
52173072,2015-01-07,CN-204080336-U,CN,"",D04B27/10,"",""
52174199,2015-01-07,CN-204081466-U,CN,"",E04G9/10,"",""
52174628,2015-01-07,CN-204081897-U,CN,"","E06B3/70,E06B5/11","",""
52175105,2015-01-07,CN-204082378-U,CN,"Y02P80/15,Y02T10/12","F02G5/02,F22B1/18","",""
52175211,2015-01-07,CN-204082485-U,CN,"",F04B39/02,"",""
52179263,2015-01-07,CN-204086562-U,CN,"",G01T7/00,"",""
52180894,2015-01-07,CN-204088212-U,CN,"","H01H50/04,H01H50/64","",""
52181914,2015-01-07,CN-204089243-U,CN,"",H02J7/00,"",""
52182501,2015-01-07,CN-204089835-U,CN,"",H04L9/00,"",""
52183021,2015-01-07,CN-204090358-U,CN,"",H05K5/02,"",""
52185259,2015-01-19,JP-2015009922-A,JP,"","B66B23/00,B66B29/04","",""
52249056,2015-01-14,CN-104273315-A,CN,"","A23J7/00,A23P1/02","",""
52249120,2015-01-14,CN-104273380-A,CN,"","A23K1/14,A23K1/16,A23K1/18","",""
52249540,2015-01-14,CN-104273804-A,CN,"",A44B19/26,"",""
52249868,2015-01-14,CN-104274160-A,CN,"A61B5/0004,A61B5/0059,A61B5/02455,A61B5/1118,A61B5/1455,A61B5/681","A61B19/00,A61B5/0205","",""
52253685,2015-01-14,CN-104278358-A,CN,"","D01F1/10,D01F8/02,D01F8/08","",""
52254134,2015-01-14,CN-104278833-A,CN,"","E04G17/065,E04G9/00","",""
52255143,2015-01-14,CN-104280015-A,CN,G01C5/04,G01C5/04,"",""
52255361,2015-01-14,CN-104280257-A,CN,"",G01M99/00,"",""
52256280,2015-01-29,JP-2015018538-A,JP,"G06F3/0416,G06F3/044,G06F3/0443","G06F3/041,G06F3/044","",""
52257298,2015-01-14,CN-104282509-A,CN,H02H7/22,H01H71/74,"",""
52258080,2015-01-29,JP-2015019240-A,JP,"H03H2003/022,H03H3/02,H03H9/0595,H03H9/1035,H03H9/17,Y10T29/42","H03H3/02,H03H9/19","",""
52258926,2015-01-14,CN-204090444-U,CN,"",A01B37/00,"",""
52260242,2015-01-14,CN-204091768-U,CN,A47J37/0641,A47J37/06,"",""
52260795,2015-01-14,CN-204092324-U,CN,"",A61F9/007,"",""
52262386,2015-01-14,CN-204093916-U,CN,"","B21D28/34,B26F1/14","",""
52263351,2015-01-14,CN-204094889-U,CN,"","B27D1/04,B32B21/04,B32B21/14","",""
52263852,2015-01-14,CN-204095391-U,CN,"","B44D3/02,B44D3/04","",""
52265133,2015-01-14,CN-204096688-U,CN,"","B65H1/12,B65H3/06","",""
52266205,2015-01-14,CN-204097761-U,CN,"","D06F49/00,F26B5/08","",""
